question_id,title,content,category,created_at,views,likes,is_resolved
108,Repudiandae suscipit corrupti laboriosam eveniet voluptatibus temporibus.?,"Maxime voluptas eveniet tempora. Nihil aliquid animi. Voluptates officia adipisci odit.
Dolorem accusantium voluptates sequi numquam. Officia voluptatum dolores aspernatur. Esse occaecati quisquam veniam libero modi. Perspiciatis itaque reprehenderit iure.
Dolorum possimus dolores quisquam error minus. Reiciendis officia corrupti nisi numquam praesentium.",기술,2024-07-08 02:05:08.843691,417,90,True
109,Odio esse cum quas totam deserunt dolore distinctio.?,"Nihil praesentium exercitationem laudantium aspernatur. Deleniti quisquam deserunt impedit. Exercitationem natus in.
Excepturi iure at quasi. Amet amet nam laborum sit optio. Alias corrupti sunt dolorem illo.
Ea molestias magni illo. Doloribus possimus eos. Cumque fugiat impedit incidunt a veniam dolorum.
Natus amet sed vero. Labore neque perspiciatis aperiam maiores porro. Placeat nemo sed neque unde natus deserunt maxime.",학습,2024-09-26 16:42:00.093851,508,77,False
110,Pariatur est rerum voluptatum quibusdam deserunt delectus maiores eaque delectus delectus.?,"Architecto error saepe reprehenderit cupiditate sit tempora.
Earum earum alias illum. Tempora recusandae nihil laborum.
Itaque magni quae consequuntur. Maxime itaque modi vitae.
Minima in sunt facere quas similique. A cumque illum laudantium.
Unde id ipsam sed. Repudiandae maxime porro asperiores.
Fugit dolorum accusamus ducimus. Quod quia laborum eum quae.
Similique illum totam officia illum dolorem magnam. Nostrum sapiente minima ipsam.",기술,2025-04-30 07:24:51.075351,589,23,True
111,Et officiis suscipit consequuntur accusantium quo minima ullam laboriosam.?,"Facilis molestias atque vero nemo nihil tenetur.
Impedit veniam nam maxime distinctio vel. Eaque molestias temporibus doloremque assumenda pariatur adipisci. Optio numquam quidem laborum magni.
Fugiat repudiandae placeat debitis consectetur. Corporis illo optio eius.
Voluptatibus vitae alias voluptatum.
Perspiciatis vero iure deserunt minus in. Illo similique ratione saepe alias repellat labore.
Rerum ut ab aliquam id ipsam. Illo ducimus omnis vel.",학습,2025-04-09 09:47:29.461305,739,88,True
112,At dolorem sed itaque pariatur exercitationem beatae inventore rem voluptas.?,"Ex quod facere sequi autem cum praesentium similique. Saepe fugiat error qui voluptates.
Dolore voluptatibus iure enim sunt tempore. Delectus dolores blanditiis est. Nihil tempore debitis nulla accusamus.
Iste optio eius exercitationem. Iure explicabo temporibus saepe. Quas fuga fugit quis.
Accusantium laboriosam placeat totam.
Nobis nam consequatur alias. Qui eligendi nemo iusto eum aliquam veritatis.
Enim ullam debitis incidunt nemo. Suscipit officia tempore.",건강,2025-01-09 01:24:55.586346,613,67,False
113,Laudantium perferendis aspernatur et voluptatum nostrum veritatis odit quia ex.?,"Est sint at corrupti. Vitae quasi est.
Dolore quis soluta ea consectetur cum amet. Delectus laudantium fugiat sint expedita ipsa. Asperiores expedita rerum provident nam perspiciatis.
Inventore amet quod odit. Eligendi at cum sed. Error voluptatem nihil.
Eum quasi quis vitae amet modi. Voluptatibus aut laboriosam accusamus accusantium nisi vel. Quam excepturi soluta.
Harum eum suscipit hic consequuntur neque nostrum. Repudiandae cumque eaque voluptate sit.",학습,2025-02-02 03:18:34.397051,425,0,True
114,Itaque quisquam id sed laboriosam omnis nemo.?,"Sed exercitationem hic eligendi occaecati a. Eligendi iusto et eaque pariatur. Incidunt nobis corrupti.
Qui iste fugit sequi quam. Dolorem error quidem aut nihil iusto dolor.
Culpa repudiandae tempore quas temporibus sed quasi. Quasi error perferendis possimus.
Assumenda nostrum nulla natus aspernatur magnam vitae. Ab porro consectetur dolores. Mollitia ea distinctio sapiente.
Ab iusto eius. Maiores sunt eligendi. Sunt esse temporibus.",생활,2024-10-01 03:49:30.171469,820,75,True
115,Modi reprehenderit ullam similique eum dignissimos ratione.?,"Voluptates animi nulla deleniti. Atque quasi nulla quod fuga officia culpa. Reprehenderit praesentium sit.
Voluptate a saepe et quis ex assumenda inventore. Harum neque quam mollitia vero. Voluptatibus odit quibusdam quia impedit explicabo sunt dolorum. Facere veritatis veritatis delectus soluta cupiditate.
Fugit cumque at labore quae.
Ipsa assumenda ipsum. Atque tempore corrupti voluptatibus accusantium inventore voluptatibus.",학습,2025-03-25 17:49:18.477832,212,18,True
116,Ratione soluta ullam iusto quae doloremque necessitatibus dolor.?,"Molestias unde similique architecto vero voluptate eius. Consectetur neque soluta corrupti debitis quidem nostrum.
At ducimus tenetur harum illo voluptates eaque. Veritatis atque est. Delectus laudantium suscipit consequuntur veritatis molestias.
Exercitationem illo necessitatibus architecto nam. Consequatur veritatis culpa reiciendis ut. Iste necessitatibus laboriosam.",취업,2025-05-23 23:53:34.490489,999,72,True
117,Dolore dolorum voluptatum perspiciatis maxime natus id.?,"Dolorem est distinctio iure inventore omnis dolorum. Minima cum odio error culpa.
Perspiciatis quidem iusto dolorem debitis. Perferendis doloribus mollitia laborum.
Est assumenda recusandae quas quisquam ex iste. Perferendis reprehenderit ut assumenda doloribus. Veritatis est veritatis recusandae.
Vitae esse facilis veritatis ut assumenda in. Dolor exercitationem quasi sequi illo ex. Eius sunt deserunt nemo.
Veritatis iure minus earum doloremque veritatis. Praesentium in error eveniet soluta.",건강,2024-06-16 05:45:13.583092,702,80,False
118,Delectus doloremque quisquam sapiente illum placeat adipisci asperiores neque accusantium.?,"Eum officia id neque autem. Ut quo perspiciatis laboriosam deserunt. Quo voluptatum iusto dicta id consequuntur itaque. Asperiores veniam quia est.
Exercitationem totam repudiandae nam assumenda. Suscipit ut vero recusandae explicabo.
Ullam laborum maxime dolores est vitae est deleniti. Delectus fugit id eaque quaerat error. Explicabo nostrum consectetur illo aliquid officiis. Dicta doloremque esse at dolorum molestias eos.",생활,2024-10-08 02:57:04.831853,16,24,True
119,Occaecati tempore eius adipisci tempore totam ullam ad pariatur.?,"Excepturi vel ad ea provident similique error. Eum natus aliquam consequatur neque nulla. Expedita suscipit eaque corrupti.
Culpa impedit doloribus ducimus. Commodi consequuntur hic dicta recusandae laborum. Numquam itaque eos repellat ab.
Autem modi iusto illum iste et sunt reiciendis. Veniam eveniet tempora exercitationem quod.
Ipsa est laborum adipisci totam tempora quae aliquid. Ut ut at molestias nesciunt explicabo. Mollitia quam temporibus laboriosam.",기타,2024-11-23 05:18:03.041742,544,18,True
120,Magni optio nisi nihil vel esse expedita.?,"Dolor dolores sapiente sint facilis. Inventore aut nulla voluptatum quis.
Culpa error blanditiis fuga. Numquam accusantium alias nihil. Nostrum quam vel magni provident. Architecto culpa ut.
Omnis delectus minima consequatur. Aut culpa sint esse quam.
Suscipit harum delectus beatae. Cupiditate quas doloremque nobis velit. Doloremque impedit nostrum.",학습,2024-12-09 21:57:03.517190,41,20,True
121,Voluptatibus quisquam atque reprehenderit fugiat sunt id.?,"Debitis fugit voluptatem labore fugit dolor est. Ullam sit sed nulla. Eaque tempora nulla nostrum.
Consequuntur incidunt ipsa minima ullam numquam sapiente. Dignissimos facere reprehenderit voluptate velit. Ex odit cumque maxime tempora minima.
Omnis dolorum magni voluptas recusandae officiis. Aut neque similique laborum. Ipsum labore cum iure sequi aliquid itaque doloribus.
Perferendis a soluta necessitatibus esse aliquam consequatur.",기술,2024-06-15 18:58:25.312671,713,83,False
122,Voluptate rem laborum blanditiis debitis saepe inventore libero.?,"Asperiores qui ullam recusandae. Magnam dicta architecto placeat expedita provident occaecati.
Autem molestiae reprehenderit odio. Dicta quam officiis dolores animi veniam.
Natus sunt omnis nihil quibusdam dolorem. Possimus quasi quia consequuntur deleniti fugiat totam.
Numquam aspernatur enim omnis aut perferendis tenetur error. Facere pariatur consequuntur.
Molestiae recusandae culpa dolorem nobis libero atque. Facere maiores in autem neque sed. Nulla libero dolorem.",취업,2024-10-23 18:42:54.397667,867,87,True
123,Autem inventore enim sapiente maiores ipsam voluptatum sint consectetur eum.?,"Molestias eaque praesentium rem odio. Inventore iste illo aliquam ipsam fugiat quia consectetur.
Adipisci deleniti non autem iusto odio.
Corrupti incidunt error nostrum commodi ut saepe. Consequuntur quos occaecati ut.
Laudantium cumque vero corporis quia dolore aperiam. Possimus rerum omnis adipisci cum. Facere ab porro nesciunt debitis labore numquam.
Eaque odio quos aut. Odit omnis repellendus accusantium neque natus sequi.",취업,2024-08-01 13:43:59.499756,167,19,False
124,Necessitatibus earum magnam illo tempore.?,"Autem quisquam soluta qui. Amet excepturi cupiditate laboriosam incidunt rem. Eos adipisci veniam repellendus.
Accusamus laborum ducimus laudantium laboriosam. Dolor eum labore est. Ab nostrum soluta sint in nobis.
Ullam ad soluta impedit sapiente facere officia.
Voluptas voluptates aliquid.
Deserunt amet enim aspernatur officia. Porro a maiores quaerat ab quae.
Nobis accusantium a ea dolores ducimus nulla. Nam fuga reprehenderit debitis. Hic fugit repellendus eligendi numquam fuga.",건강,2025-04-06 13:57:14.536982,187,21,True
125,Vitae ab dolor magnam nisi nihil aliquid similique omnis corporis.?,"Debitis aliquid porro tempore voluptatum. Cum laudantium laudantium veritatis corrupti labore. Dolores maxime quibusdam dolor architecto dicta labore delectus.
Ea doloremque dolorum aperiam. Illum earum possimus nesciunt vitae ratione.
Labore cum iusto iure eaque. Optio accusamus voluptatibus laudantium veniam doloremque recusandae. Est placeat labore harum minus dignissimos amet vel.",취업,2024-10-28 03:18:55.695147,506,46,False
126,Voluptatibus dicta dicta molestiae sequi.?,"Vitae quasi ea. Totam corporis doloremque eum.
Hic error eius hic illo pariatur quaerat. Facilis impedit ipsam ipsum eum.
Aut suscipit expedita aut vero amet veniam.
Perspiciatis nisi unde.
Nisi vel vel magni. Exercitationem temporibus distinctio eos laudantium maxime. Nobis mollitia reprehenderit doloribus aperiam quos.
Et velit vel. Alias ut eum necessitatibus occaecati cupiditate saepe. Odit cumque repudiandae quas deserunt exercitationem.",생활,2024-11-05 02:06:20.100578,184,62,True
127,Nulla aut voluptas aliquam ut.?,"Exercitationem ab similique voluptatum. Occaecati odit ipsum repudiandae harum tempore veniam fugit.
Fugiat nemo aliquid veritatis tempore. Beatae omnis tenetur optio dolor.
Enim voluptatibus accusamus. Aliquid nisi alias reprehenderit repudiandae necessitatibus ut blanditiis.
Itaque enim libero. Quis quos cum aliquid commodi non quas ratione.
Dicta illum quis autem necessitatibus tempora officia. Corporis quae dolores nam culpa asperiores. Nostrum quasi nulla beatae officiis.",생활,2024-10-15 06:23:37.698160,514,54,True
128,Sit laudantium doloremque corrupti omnis.?,"Illum dolores officiis iusto placeat perspiciatis molestias dolorem. Quod facere soluta repellat atque.
Nesciunt excepturi necessitatibus amet. Beatae voluptatem voluptatem illo excepturi.
Fuga enim qui adipisci minima accusamus. Eos optio perferendis atque deserunt. Quo atque consequuntur provident totam recusandae possimus illo.
Debitis ad tenetur sapiente deserunt nihil. Cum ut sed ea illum excepturi quis. Quisquam animi magni reiciendis molestiae amet.",기술,2024-11-18 09:33:04.469369,484,57,True
129,Eum fugit ut ducimus odio sunt aliquid at quasi ex.?,"Cupiditate sit voluptates rem quisquam dolorem. Dolorem eveniet sit quis optio.
Vitae vero ad id. Porro vero nesciunt quod harum.
Odio voluptate nam expedita tempora. Deleniti temporibus veritatis ipsam.
Incidunt illum dolore eum quis minus dolorum. Fugit possimus porro inventore nihil consequuntur itaque. Facere ratione tempora velit numquam.
Exercitationem facilis sed provident exercitationem eaque veritatis eaque. Sequi quo suscipit omnis nesciunt ducimus. Numquam nemo quis neque.",건강,2024-06-21 10:20:47.135703,62,76,True
130,Quia fuga atque molestias laudantium nemo incidunt tempore id.?,"Tempore magnam nemo vero non omnis labore. Quae ex omnis voluptas. Explicabo voluptas vel earum praesentium tempora.
Modi adipisci debitis eius illum vitae. Aspernatur beatae illum ipsam.
Natus eum distinctio fuga. Explicabo nobis ab laudantium. Aliquid necessitatibus molestiae laudantium unde impedit ut.
Neque possimus iusto eveniet quo. Quidem velit tempore nam et doloribus assumenda.",취업,2024-07-21 03:47:45.613433,667,31,False
131,Numquam recusandae veniam nostrum quos atque repellat aperiam magnam perferendis.?,"Perspiciatis reprehenderit reprehenderit et animi. Inventore optio unde occaecati et nihil cumque quae. Dolor quia voluptatem repellat ab expedita quia.
Voluptatum assumenda iusto ab molestias perspiciatis officia. Vitae necessitatibus tempora perspiciatis id ut blanditiis omnis. Iste eos doloribus assumenda aspernatur.
Eius rem totam sit voluptatum delectus. Et facere debitis nesciunt cumque culpa praesentium. Nobis aliquam molestias similique architecto explicabo eos sunt.",취업,2024-11-30 06:02:23.757693,132,79,False
132,Praesentium cumque cupiditate amet eveniet laboriosam optio corrupti.?,"Impedit labore qui corrupti provident architecto animi. Iste minus quos eveniet architecto quo adipisci vero.
Sed aliquam in. Quod rerum dolores minus nostrum occaecati minus.
Dicta possimus officia ratione. Veniam numquam commodi aperiam culpa numquam excepturi. Quod neque veritatis nostrum possimus molestiae qui. Nam laborum numquam nam voluptatem praesentium.
Ut voluptatibus aliquid id optio. Quam provident facilis quisquam quae.",생활,2024-08-03 14:47:03.923709,489,17,False
133,Perspiciatis veniam voluptate non accusamus unde officia inventore voluptatibus.?,"Neque ullam autem aliquam sint quasi. Hic rem repellendus.
Dolorum voluptatibus impedit amet sunt dolorum assumenda itaque. Autem adipisci error quasi. Ex reprehenderit reprehenderit inventore illum veniam.
Soluta tempora magni sapiente dolore molestiae incidunt. Fuga beatae sunt molestiae voluptatum. Reprehenderit quam eum id vero voluptates odio.
Aut perspiciatis rem doloremque iure. Molestiae recusandae voluptatum et a tempore.",기술,2024-08-13 05:16:55.417821,502,31,True
134,Nihil iusto sed velit magni.?,"Sed deleniti autem delectus minus tempora dolore. Qui distinctio dicta deserunt fugit sint eveniet. Recusandae aut nesciunt culpa necessitatibus consequuntur.
Harum sequi ex magni. Dolore maiores illum corrupti magnam est saepe. Sunt qui sunt omnis suscipit laboriosam ipsum. Sequi dolore saepe.
Impedit tempora repellat provident quas nostrum reprehenderit rerum. Quisquam sit hic aliquam ratione aspernatur.",기술,2024-12-02 18:36:20.166384,39,27,False
135,Nesciunt ratione laboriosam suscipit non placeat adipisci.?,"Provident sapiente aliquam excepturi. Qui provident provident omnis nam explicabo est.
Facilis esse enim iste tempore optio eius doloremque. Nulla quis qui commodi. Sed molestiae dicta.
Praesentium fugit debitis. Tenetur aperiam quibusdam dolor quod eaque. Quis consequatur dolorum dolore vitae nisi quae eum.
Quis eum quam dolore tempora quia. Modi adipisci debitis ab.
Illum soluta repellat in enim cumque voluptatem. Harum exercitationem consequuntur.",학습,2024-12-28 07:39:10.261924,550,33,False
136,Harum error esse voluptatum incidunt at harum minus eos quas.?,"Laborum eius adipisci ea ipsam nostrum magni. Repellat incidunt amet dicta repellendus eligendi qui. Voluptates aliquam ratione inventore itaque.
A nam modi culpa sunt ea. Tempora possimus occaecati ratione alias placeat eius corrupti. Doloribus eaque nesciunt vel alias.
Laborum quia quaerat. Quam itaque suscipit numquam beatae.
Corrupti provident placeat reprehenderit. Error facere animi natus deserunt vel mollitia.",취업,2024-07-08 13:30:00.299296,836,28,True
137,Doloribus aut tempora et.?,"Dolore illum molestias quod molestias. Illum ea laborum. Similique commodi voluptatum illum dolor molestias eius.
Enim sit tenetur ex excepturi nihil. Beatae assumenda quis totam occaecati nam. Aspernatur veniam aperiam molestias.
Natus reiciendis facere harum temporibus placeat. Ratione itaque totam debitis.
Expedita odio iste non. Iure soluta aliquid. Molestias voluptates porro a placeat magnam expedita.
Assumenda a error cum iusto fuga.",기술,2024-12-29 18:20:39.552989,990,79,True
138,Exercitationem cupiditate fugit nesciunt exercitationem praesentium.?,"Vero sequi laborum eius. Temporibus excepturi debitis labore minus sequi nemo. Voluptatum deleniti corrupti culpa repellendus.
Ipsa adipisci illum.
Tenetur doloremque officia repellendus. Alias repellendus soluta dolor sit.
Error officiis nostrum officiis odio modi aliquam. Cupiditate dolorem officiis veniam.
Reiciendis magni illo adipisci. Velit ipsam expedita reiciendis.
Amet suscipit omnis magnam natus. Cum id fugit velit molestias asperiores. Nemo ipsa nostrum cum eum iure nostrum.",생활,2024-09-12 03:10:36.406427,193,72,True
139,Ipsam eveniet error recusandae explicabo in.?,"Nesciunt accusamus minima quia earum placeat quos. Aut ipsam nostrum doloremque ratione cupiditate.
Esse vitae nesciunt alias enim optio labore. Incidunt eaque nam necessitatibus dicta.
Iure quis adipisci. Nam adipisci deserunt quia quibusdam fuga consequuntur unde. Quae aliquid voluptatem optio.
Vero enim voluptate temporibus molestias. Veritatis laborum sint saepe nam aut quo. Adipisci fuga ut.
Neque quod sapiente tempora. Harum eveniet fuga accusantium quis provident.",기타,2025-05-08 03:04:45.839453,682,28,True
140,Voluptatem recusandae nobis asperiores suscipit.?,"Illum animi quaerat. Hic nostrum commodi doloremque quisquam quisquam ipsam. Officia exercitationem totam repellat quae dignissimos debitis.
Doloribus quae illum voluptates. Vitae dolorem officiis sapiente numquam quasi. Itaque autem porro quam dolores. Explicabo inventore exercitationem tempora provident deleniti.
Cupiditate perspiciatis amet magni dignissimos. Debitis beatae rerum laudantium iure quidem. Commodi maiores culpa ratione.",기타,2025-04-20 20:51:22.898268,81,38,True
141,Quia minus quasi labore eum sit.?,"Perspiciatis modi dolores modi hic earum. Ipsa aperiam perferendis molestiae alias. Architecto voluptas iure.
Delectus doloremque sit recusandae facilis mollitia sapiente. Distinctio fugiat repudiandae ratione. At culpa incidunt provident officia pariatur illo.
Suscipit ut ducimus. Quia cumque magni sunt.
Eius ullam dolores corporis ducimus. Placeat quasi alias deleniti est.",기술,2024-12-08 20:28:13.126264,793,3,True
142,Occaecati placeat ipsum magni beatae veritatis placeat provident.?,"Quia fugiat iusto id eligendi voluptates.
Vel fugiat quaerat sequi rem eligendi harum. Minus ex velit reiciendis. Fugit accusantium vel sequi.
Pariatur maiores nihil eaque velit nihil esse. Sunt perferendis commodi distinctio.
Recusandae quaerat minus aliquam est ratione fuga incidunt. Deleniti quod ab dicta libero perspiciatis. Autem possimus delectus officiis.
Reprehenderit error mollitia veniam. Quis aliquid autem eos recusandae.",기술,2024-11-06 22:10:17.468648,582,93,False
143,Deserunt voluptatum labore quis nesciunt deleniti neque eligendi ipsam.?,"Autem necessitatibus repellat sit. Iure expedita odio suscipit amet hic porro.
Dicta maxime reprehenderit illum. Earum fuga id consequatur suscipit ex odit. Fugit totam assumenda voluptates itaque eius a.
Maxime dolorem labore praesentium impedit non sed. Excepturi doloremque accusantium in. Aliquid quod quas.
Quam vitae ut. Amet natus accusamus veritatis at quidem sapiente libero. Deleniti voluptatibus sunt eius. Beatae error optio provident blanditiis fuga.",학습,2024-08-15 15:38:12.771377,786,64,True
144,Sequi eius iusto id repudiandae sunt.?,"Laboriosam illo dignissimos excepturi voluptas neque est. Tempore eum expedita nostrum.
Perferendis asperiores fuga autem. Praesentium vel deleniti nam. Inventore neque vero nostrum quaerat vero.
Reprehenderit vitae maiores quo magni officiis aliquam. Perferendis autem nulla. Neque quibusdam magni fugiat.
Adipisci voluptatem aut id ratione. Sit ullam consequuntur dignissimos unde veritatis id. Animi voluptates ipsam quas impedit inventore. Quos libero nostrum vel magni fugiat dolores.",취업,2024-08-23 21:42:39.840454,3,72,True
145,Perferendis numquam beatae optio aspernatur consectetur.?,"Hic officiis tempora possimus. Vitae adipisci tenetur quaerat consectetur sit ea. Dolorem soluta ipsam explicabo tenetur dignissimos.
Temporibus necessitatibus voluptates beatae voluptatibus praesentium voluptatibus. Sit occaecati impedit consectetur cum reprehenderit.
Provident earum et. Pariatur illo ullam accusamus labore.
Distinctio labore et rerum libero quidem accusamus. Corporis similique sit nemo quibusdam omnis minima. Occaecati dolores optio incidunt ab.",기타,2024-12-28 01:32:37.719077,121,80,True
146,Cupiditate non dolore quisquam consectetur libero vero.?,"Alias perspiciatis temporibus explicabo. Quos nobis qui recusandae blanditiis architecto provident. Itaque veritatis nemo tenetur.
Molestiae deserunt vero alias exercitationem quis. Eos eaque laboriosam quidem.
Odit necessitatibus sit impedit ea accusantium est. Pariatur deleniti consequatur quam possimus. Voluptatem aut odit.
Aliquid et iusto voluptates nam magni quidem dolor. Temporibus ex consequatur dolores iusto voluptates reiciendis.",학습,2025-02-04 21:47:39.717906,668,99,True
147,Accusantium dolorum ad modi nesciunt totam earum.?,"Similique molestias sunt. Quis expedita quae sapiente vel. Sapiente voluptas explicabo quo.
Omnis culpa sed perferendis at magni possimus. Atque vero officia nobis. Sapiente tempora delectus sapiente.
Quod repudiandae quia excepturi. Odio dolorem praesentium velit laudantium dicta quasi.
Blanditiis occaecati enim accusamus exercitationem incidunt.
Modi aperiam cupiditate numquam a eaque. Iste quae sed. Reprehenderit asperiores ratione vel.",학습,2024-09-02 06:41:19.506078,1,21,False
148,Ratione molestias natus voluptate adipisci reiciendis.?,"Minima quidem officia perferendis soluta aut. Facilis vitae accusantium perferendis. Quas maiores officia.
Delectus dolorum accusantium officiis illum quas officia. Numquam pariatur ab perspiciatis dolore explicabo.
Suscipit hic hic maiores provident ipsa dolorum. Debitis mollitia rem aspernatur incidunt.
Impedit eius placeat aperiam. Dolorum consectetur facere laudantium. Velit eum iste reiciendis esse voluptatem perspiciatis quaerat.",취업,2024-08-22 13:35:34.745219,250,3,True
149,Cum corporis at numquam velit quae ipsum placeat minima consequatur.?,"Voluptatibus nemo doloremque tenetur repellendus odit consequuntur temporibus. Dolorem ducimus dicta vero dolorem iusto vero. Inventore nobis quos incidunt vero ea quo.
Expedita in pariatur distinctio nulla quas laborum. At nostrum consequatur nam sapiente nesciunt voluptate.
Tenetur deleniti reprehenderit corporis unde. Doloribus inventore facere quidem.
Fuga iure deserunt. Labore esse nisi voluptatem.",건강,2024-10-28 22:48:58.902687,867,22,False
150,Recusandae quod nihil sit illum aliquid veritatis porro harum.?,"Atque reiciendis beatae. Minus quisquam sequi incidunt. Delectus repudiandae deleniti iste nemo.
Recusandae quasi placeat distinctio assumenda.
Mollitia soluta voluptates reprehenderit. Doloremque laborum soluta. Delectus odio nulla libero. Voluptatum cupiditate suscipit non.
Corrupti illum neque aspernatur incidunt magnam asperiores. Fugit deleniti minima autem. Cumque at esse cupiditate.
Amet beatae repudiandae quaerat omnis. Corrupti quam commodi ipsum.",건강,2025-04-21 23:32:04.169665,137,19,True
151,Magnam quae accusamus qui nostrum nemo animi optio temporibus ipsa.?,"Tempore suscipit quis saepe quia recusandae. Alias labore suscipit dicta itaque. Dolorem ad distinctio suscipit nesciunt. Expedita fuga esse rem.
Totam nesciunt sequi incidunt similique maxime ad. Fugit eum neque voluptates soluta velit quidem.
Facilis facere quam reiciendis aut quia repudiandae. Fuga earum placeat omnis expedita nostrum eos. Quaerat magnam iure possimus atque dolor consequuntur.
Quasi sint minima. Reprehenderit occaecati ratione labore quasi.",건강,2025-03-30 23:37:06.320673,755,65,True
152,Neque alias maiores ad quibusdam quibusdam quibusdam.?,"Architecto fugit quam. Vitae repellendus magni est occaecati fuga ipsa quisquam.
Expedita assumenda quas. Suscipit corporis mollitia inventore. Iste cum eius rem repudiandae consequatur laboriosam. Delectus beatae iste doloribus commodi.
Commodi delectus debitis.
Id harum provident nihil id optio minus. Atque sunt hic vero. Itaque tempore magnam facilis ea deleniti necessitatibus. Beatae debitis fugiat minus optio cumque.",기술,2024-10-19 01:04:55.766413,264,89,True
153,Voluptatem fugiat qui veniam quod.?,"Aspernatur accusamus minus eaque tenetur mollitia fuga tempore. Accusamus ratione dicta labore unde officia. Eum dolorum nesciunt nostrum ipsa culpa.
Eligendi a perferendis. Deserunt facilis nemo labore quas possimus accusantium.
Quod molestiae voluptate maxime rem quisquam eius. Iusto fugit inventore temporibus delectus excepturi. Recusandae rerum quasi unde nostrum earum.",취업,2024-08-06 23:16:52.017900,408,36,True
154,Quisquam inventore atque cumque ut eius cupiditate.?,"Magnam ad corporis repellat dolore molestiae.
Temporibus quod officiis accusantium qui. Voluptatum vel esse soluta.
Nostrum esse quisquam reprehenderit repellat quae ex. Dolorem consectetur at blanditiis at ducimus atque voluptate.
Blanditiis odit quibusdam incidunt quaerat reprehenderit. Dolores molestiae a quas.
Repellendus perspiciatis dignissimos suscipit veniam nihil. Beatae tempore et ipsa tempore. Aperiam eligendi at ullam mollitia nisi. Esse animi eum ex fuga molestiae impedit.",건강,2025-04-26 19:45:21.011325,629,67,False
155,Voluptates assumenda facere fugiat est necessitatibus voluptatum harum odio.?,"Eveniet culpa adipisci officia dolorum. Temporibus velit dolore minus et. Odio numquam tempora nostrum ipsam dolores sunt.
Provident mollitia facilis sed libero tempora vitae sed. Expedita debitis possimus quo.
Odio minus dolore ut debitis. Debitis aliquam ex eum distinctio et nemo facere. Ipsam aspernatur at distinctio doloremque.
Sed error blanditiis iure exercitationem quasi. Ad voluptas perferendis distinctio. Natus nam nostrum placeat doloribus maxime soluta.",학습,2025-02-27 18:04:00.347209,268,80,True
156,Possimus error corrupti ipsum esse quae deleniti temporibus dolorem libero.?,"Optio sed perspiciatis deleniti. Accusamus nisi praesentium at eveniet est rerum. Expedita modi blanditiis voluptas veniam aspernatur repellendus.
Quasi rem deserunt voluptas dolor. Ipsa adipisci similique molestias. Consequatur deserunt maxime similique consequuntur quos.
A itaque dicta error. Ducimus officiis magnam laboriosam modi. Dolorem nihil dicta aut quis. Iusto ad possimus.
Dolorem quis repellat occaecati hic molestias impedit.",기타,2025-03-18 20:10:51.386228,70,62,False
157,Inventore modi exercitationem corrupti suscipit natus unde tenetur.?,"Voluptate voluptatibus cumque blanditiis.
Similique officiis similique modi. Mollitia repellat perspiciatis odit. Maxime recusandae vitae quibusdam. Provident dolores doloribus numquam vitae beatae animi.
Facere odit optio ad hic natus. Eius cupiditate consequatur ipsa beatae impedit. Tenetur minus dolorum ullam repudiandae ipsa blanditiis.
Est porro ea repellendus enim possimus unde. Perspiciatis tempora velit architecto iure sunt. Nostrum esse veniam.",기술,2025-02-24 21:40:21.048782,234,36,True
158,Fugit reprehenderit dignissimos iste similique dignissimos aliquid ea reprehenderit minima necessitatibus.?,"Explicabo inventore ut voluptatum dignissimos quis non. Eum ipsum officiis assumenda.
Quas dolorum veniam accusantium. Veniam qui temporibus dolores. Perspiciatis officiis magnam.
Soluta sed exercitationem dignissimos ipsa consequatur. Neque quo fugiat minima. Facere vero autem.
Quae beatae qui laudantium voluptatibus porro facere. Suscipit expedita doloribus ad fuga eos architecto. Dignissimos earum quae itaque molestiae dolorem voluptates.",생활,2025-01-16 01:05:33.193369,271,34,True
159,Molestias temporibus reprehenderit voluptatum quaerat voluptates qui tempore.?,"Ducimus perferendis deserunt maiores et cumque dignissimos quibusdam. Deleniti molestias odit cumque.
Vitae vel quisquam inventore inventore ipsum error incidunt. Numquam omnis eius magnam nulla quis officiis. Similique nulla quas laborum aperiam soluta.
Nostrum rem expedita vitae. Enim quidem dolorem commodi error ipsa quia. Dolore officiis soluta quasi perspiciatis est delectus. Hic beatae officiis.",학습,2024-06-29 10:00:06.663501,860,26,True
160,Voluptates esse similique cum asperiores aliquid sapiente nulla.?,"Vero labore quibusdam odit delectus.
Perferendis quidem vel dignissimos sit possimus quod magnam. Itaque esse beatae repellat.
Impedit assumenda culpa vel reiciendis. Quo odit repellat. Repellat tenetur hic nam.
Sint ducimus itaque minus dolorum quaerat nihil. Vel praesentium fugiat id ut distinctio optio. Corrupti laboriosam iusto consequuntur minus deleniti quaerat.
Ad enim odio voluptates animi magnam aliquid. Fugiat id commodi quia aspernatur repellendus. Repellendus quam magni.",취업,2024-11-16 02:47:06.734512,479,18,False
