price_id,livestock_mkt,record_date,product_type,grade,part,price_per_kg,supply_volume,demand_level,season,disease_outbreak,currency_rate,predicted_price,accuracy_score,notes,channel
266,40,2024-07-09,소고기,등외급,등심,10480,3234,낮음,여름,False,1159.2,28742,0.946,Nostrum corporis nobis numquam sint suscipit sed. Inventore debitis vero dolorem iure.,모바일
267,15,2023-10-21,소고기,2등급,뒷다리,34350,2238,보통,봄,False,1277.66,28805,0.742,"Fugit sed ipsam. Reiciendis itaque atque pariatur.
Enim necessitatibus deleniti totam.",온라인
268,37,2024-06-04,양고기,등외급,뒷다리,32061,3061,낮음,겨울,False,1216.65,15889,0.921,"Totam incidunt animi officia. Non porro facilis consequatur veritatis dolorem.
Perferendis rerum quam. Odio porro earum soluta ea aspernatur fugiat.",온라인
269,41,2024-11-06,돼지고기,3등급,목살,23227,666,낮음,봄,False,1311.42,33855,0.722,Assumenda hic vel ratione. Ratione sint laudantium a nulla praesentium atque.,오프라인
270,38,2024-08-25,오리고기,3등급,뒷다리,14569,1052,높음,가을,False,1161.74,27607,0.877,Ratione nemo earum quos in ut iste. Ratione cupiditate beatae ad.,오프라인
271,23,2023-06-18,돼지고기,2등급,삼겹살,26450,2712,높음,겨울,False,1325.7,14857,0.86,Iste quis necessitatibus ex magni animi voluptatum. Qui provident incidunt. Ratione adipisci quaerat ab maiores. Fuga doloremque totam alias amet.,온라인
272,9,2024-01-24,돼지고기,2등급,안심,10526,2789,보통,봄,False,1342.62,34715,0.922,Ratione accusamus similique adipisci dicta. Magnam maxime itaque aliquam. Odit voluptatem quod corrupti praesentium neque illum.,온라인
273,16,2024-04-14,닭고기,1등급,안심,27540,1849,높음,봄,False,1118.77,14156,0.812,Aperiam eligendi animi dolorum. Asperiores illo odio ut. Adipisci ducimus magnam quidem aliquid cumque.,모바일
274,27,2023-11-25,양고기,3등급,삼겹살,30656,3578,낮음,겨울,False,1130.53,27885,0.766,Facilis eius voluptatibus ullam deserunt alias soluta. Nisi quisquam facilis sit nisi eum.,모바일
275,31,2025-05-21,양고기,특등급,앞다리,32190,3880,보통,겨울,False,1361.59,18938,0.762,Dolor quo tempora placeat pariatur qui incidunt. Autem nulla illum tempore totam officiis nam.,온라인
276,19,2023-08-12,닭고기,1등급,등심,13130,2285,낮음,겨울,False,1156.09,22232,0.717,Exercitationem repellat sint quis nemo consequuntur. Sit hic dolores temporibus exercitationem deserunt corporis. Quia illum labore ab.,모바일
277,36,2024-04-18,돼지고기,등외급,등심,20628,4857,보통,겨울,False,1197.8,27100,0.764,Saepe sunt quasi non voluptate. At repudiandae nisi eius. Eos ullam nulla est.,온라인
278,41,2025-04-03,소고기,1등급,등심,29828,1730,높음,가을,False,1237.27,20612,0.727,Eum nisi corrupti voluptatum ipsum repellendus. Voluptates modi laudantium quibusdam beatae fuga.,오프라인
279,22,2024-06-24,양고기,3등급,앞다리,18475,2367,보통,가을,False,1178.71,29694,0.7,Incidunt fuga ratione pariatur aperiam molestiae id. Dignissimos sint a voluptas.,오프라인
280,12,2023-10-27,오리고기,2등급,뒷다리,19643,2391,낮음,봄,False,1358.79,12963,0.796,Voluptate cupiditate aliquam eaque. Cumque impedit totam quia expedita qui. Sit quo quas explicabo doloremque sit unde.,오프라인
281,18,2025-04-09,소고기,특등급,앞다리,11395,2197,높음,가을,False,1258.31,26016,0.883,Provident cum cupiditate minus sed. Pariatur cumque harum cumque esse rem. Nisi neque necessitatibus maxime enim.,온라인
282,20,2024-03-19,돼지고기,2등급,앞다리,15804,711,낮음,겨울,False,1291.73,25042,0.942,Laudantium eius quae sequi tenetur. Illo suscipit reprehenderit minima dicta aliquam. Voluptatibus dolorem modi nesciunt aliquid tenetur ipsam.,모바일
283,29,2025-01-29,소고기,1등급,뒷다리,30010,4315,높음,봄,False,1279.09,33752,0.921,Consectetur rem enim magni. Reprehenderit consequatur quaerat enim.,모바일
284,5,2025-02-24,소고기,2등급,삼겹살,18046,4251,보통,가을,False,1283.39,8190,0.823,Eligendi accusantium ipsam sint doloribus unde rem. Voluptas ab occaecati nesciunt. Rerum repellendus repudiandae omnis autem.,온라인
285,30,2025-04-21,오리고기,2등급,앞다리,26351,4879,보통,겨울,False,1276.1,19880,0.795,Voluptate delectus quis pariatur. Libero numquam magni doloribus esse ullam. Veniam et harum sunt rerum.,모바일
286,32,2024-05-16,닭고기,특등급,앞다리,24383,1981,낮음,가을,False,1204.38,25234,0.837,"Impedit natus dolorem distinctio beatae sit at. Doloribus error vitae similique praesentium.
Ipsam debitis ab.
Odit dicta ea libero.",모바일
287,41,2024-04-06,소고기,특등급,갈비,30773,106,보통,가을,False,1353.66,20172,0.725,Corrupti impedit maiores numquam temporibus. Nobis culpa eveniet suscipit expedita minus saepe.,오프라인
288,24,2025-04-24,소고기,3등급,앞다리,15970,4823,보통,가을,False,1285.21,27505,0.82,Quod ipsa delectus eum. Et omnis ipsum autem facere excepturi. Quam labore dolores dolorem illum quis hic.,모바일
289,4,2023-06-17,오리고기,등외급,갈비,19347,1913,낮음,여름,False,1344.12,25458,0.916,"Odio quam pariatur ex. Fugiat quasi minus voluptate.
Quaerat molestiae rerum quod. Repellendus fugiat ut.",온라인
290,42,2025-01-10,양고기,3등급,삼겹살,23655,3742,높음,봄,False,1311.8,12386,0.863,Hic voluptatem necessitatibus ut quibusdam earum voluptatibus. Porro tempora provident nulla dolorem in.,모바일
291,3,2025-01-26,돼지고기,3등급,안심,29100,2486,보통,봄,False,1189.23,34972,0.872,Molestiae soluta hic cupiditate numquam possimus velit. Possimus rerum hic.,온라인
292,12,2025-01-13,돼지고기,등외급,목살,25057,404,보통,여름,False,1284.35,13053,0.741,Eius quasi hic exercitationem repudiandae quod fuga ut. Deleniti expedita perspiciatis perferendis.,온라인
293,22,2025-03-06,닭고기,특등급,안심,33560,3069,높음,겨울,False,1125.43,34533,0.718,Distinctio odio dignissimos. Nam odit tenetur rem qui. Placeat velit repellat quam incidunt molestias.,오프라인
294,35,2024-07-12,오리고기,1등급,갈비,12025,3485,낮음,가을,False,1140.18,18398,0.911,Eveniet excepturi fugiat neque. Laudantium explicabo consequuntur occaecati et. Sapiente exercitationem maiores.,오프라인
295,32,2023-11-11,양고기,특등급,목살,30006,3011,높음,겨울,False,1135.36,30500,0.774,"Cumque ut dignissimos aperiam mollitia. Tempora repudiandae velit ullam nesciunt laudantium aspernatur.
Aliquam doloremque nam illo.",온라인
296,48,2023-10-30,양고기,2등급,목살,11461,4039,보통,가을,False,1191.61,32108,0.78,"Culpa odio neque nemo explicabo eaque.
Voluptatum consequatur pariatur. Nulla tempora reprehenderit nisi.",온라인
297,11,2024-08-21,소고기,3등급,삼겹살,29214,2778,보통,봄,False,1154.91,34173,0.938,Animi corporis dignissimos necessitatibus tenetur natus. Odit modi voluptates reprehenderit sed provident.,온라인
298,18,2023-12-25,돼지고기,등외급,갈비,15284,3785,낮음,봄,False,1308.03,26926,0.719,Laboriosam et ipsum omnis eos quae saepe. Veritatis optio ducimus distinctio.,모바일
299,13,2023-11-21,소고기,1등급,삼겹살,8034,393,보통,여름,False,1253.25,8778,0.743,Sequi libero deleniti id laboriosam. Dignissimos et error esse.,모바일
300,11,2024-08-13,돼지고기,2등급,목살,31287,3156,높음,여름,False,1225.47,26473,0.794,Accusamus ut delectus repellat enim libero. Quo exercitationem eum aliquam aspernatur ab reiciendis.,모바일
301,24,2025-03-26,소고기,등외급,앞다리,15409,2203,보통,겨울,False,1141.36,14667,0.883,Esse fugiat quibusdam vel dolores dolores. Nostrum laboriosam quod odit provident aspernatur ut sed. Ad amet earum eaque.,온라인
302,39,2023-12-03,오리고기,2등급,목살,17708,3131,보통,봄,False,1215.11,12808,0.837,Perferendis reprehenderit commodi placeat ex laudantium. Placeat quas atque voluptas mollitia.,모바일
303,42,2024-04-09,닭고기,2등급,등심,16594,2405,높음,가을,False,1155.73,17449,0.925,Suscipit nulla officia odit aliquid distinctio vel laboriosam. Quo fugit minus est. Tempore accusamus laudantium commodi laborum distinctio alias.,오프라인
304,25,2023-06-12,돼지고기,3등급,앞다리,32845,4353,높음,가을,False,1290.65,26897,0.723,Quod possimus voluptatum perferendis alias facilis. Esse corporis laboriosam nam architecto fuga iure sequi.,온라인
305,28,2024-07-07,돼지고기,특등급,갈비,26257,1269,높음,가을,False,1308.03,10489,0.849,Iusto nemo ullam esse aliquam. Odio saepe odio. Aliquid repudiandae error corporis recusandae eius.,오프라인
306,39,2024-11-26,양고기,1등급,등심,14030,3867,보통,겨울,False,1293.58,25120,0.853,Similique maiores minima tempore at provident reiciendis. Quibusdam corporis minima a.,오프라인
307,5,2024-05-22,오리고기,특등급,삼겹살,25786,3572,높음,겨울,False,1399.97,11031,0.821,Suscipit optio sint alias quo atque. Ipsum excepturi saepe cumque magnam maxime est iure. Non quod ea asperiores accusantium ipsam reprehenderit.,오프라인
308,50,2025-05-19,돼지고기,2등급,갈비,27305,4702,보통,겨울,False,1266.47,13520,0.708,Numquam ut deleniti voluptate vitae modi.,오프라인
309,31,2024-09-05,오리고기,특등급,목살,20909,1880,낮음,봄,False,1246.89,33694,0.936,Ad nesciunt porro facere beatae amet voluptates. Quos eveniet harum aliquam repellat harum tempora animi.,온라인
310,41,2025-04-05,소고기,2등급,삼겹살,14956,748,보통,여름,False,1142.09,29036,0.741,Quis magnam hic praesentium repellat magnam.,온라인
311,43,2023-08-03,양고기,2등급,삼겹살,33427,4213,낮음,가을,False,1194.37,18983,0.922,Quidem sit qui dolor possimus. Cupiditate adipisci natus ad tempora.,온라인
312,31,2024-01-25,양고기,등외급,목살,20988,1535,낮음,겨울,False,1235.3,15876,0.739,Repudiandae ipsa ea qui. Corrupti dolorum officia necessitatibus facilis esse.,오프라인
313,16,2024-10-12,닭고기,2등급,삼겹살,10393,4704,낮음,봄,False,1116.08,20510,0.725,Natus libero nemo eligendi iusto corporis perspiciatis quo. Velit recusandae natus doloribus dignissimos necessitatibus molestias enim.,모바일
314,36,2024-08-25,오리고기,특등급,뒷다리,23619,614,높음,겨울,False,1207.71,28657,0.751,Quaerat sapiente at similique. Cupiditate voluptates libero architecto sunt fuga. Minus explicabo nisi architecto. Sed repellat impedit ullam.,모바일
315,44,2024-06-06,돼지고기,등외급,갈비,25431,4940,낮음,겨울,False,1102.88,27828,0.747,Non ipsam impedit odio. Incidunt quod architecto praesentium delectus numquam.,모바일
316,21,2024-08-24,오리고기,2등급,삼겹살,28363,1044,보통,여름,False,1140.96,24610,0.874,Rerum quibusdam accusantium consequuntur iste corrupti. Distinctio debitis corporis hic tenetur.,오프라인
317,1,2025-04-24,오리고기,특등급,뒷다리,10478,2198,보통,겨울,False,1344.56,21772,0.881,"Magni vel distinctio dolore nemo reprehenderit cum. Hic quis maxime voluptates accusamus.
Exercitationem quam odio aspernatur porro maiores.",온라인
318,21,2024-05-24,소고기,등외급,삼겹살,17644,3357,낮음,봄,False,1389.15,25864,0.882,"Nam atque asperiores facilis ad modi. Quibusdam quo aliquid quidem eligendi fuga.
Nemo quia sapiente quos maxime voluptatum.",모바일
319,5,2024-06-29,돼지고기,3등급,안심,30157,2223,낮음,가을,False,1251.63,27321,0.766,Alias beatae rem nostrum ipsa aliquid beatae. Consequuntur quisquam sit magnam tenetur voluptatem.,모바일
320,10,2023-06-22,돼지고기,2등급,갈비,25139,3730,낮음,봄,False,1248.49,33754,0.77,"Odit porro corporis dolor.
Recusandae illum deserunt vitae accusantium. Quidem nobis iure. Provident sunt unde nemo quam quaerat sunt illo.",오프라인
321,50,2025-04-23,닭고기,3등급,안심,19195,457,낮음,여름,False,1305.41,31381,0.759,Aut accusantium magnam magni officia commodi temporibus. Quisquam rem ipsam sit ducimus animi ducimus. Quos laborum voluptates recusandae sequi.,오프라인
322,12,2025-03-31,오리고기,2등급,안심,29412,4404,낮음,봄,False,1224.69,8639,0.712,At sunt eaque dolore sapiente. Molestiae perspiciatis dolorem tenetur. Dicta fugit tempore minima suscipit.,오프라인
323,33,2025-04-21,오리고기,2등급,안심,25211,4131,낮음,여름,False,1351.97,29480,0.843,Cupiditate nam veniam ab. Deleniti inventore id sunt quidem illo quas harum.,오프라인
324,23,2024-05-31,소고기,등외급,목살,10166,4932,높음,겨울,False,1246.61,15812,0.91,Beatae similique mollitia consequuntur ullam est aperiam vitae. Commodi fugiat culpa. Incidunt numquam asperiores iusto architecto voluptates.,모바일
325,22,2025-01-23,닭고기,3등급,갈비,32173,1689,보통,겨울,False,1124.8,21017,0.738,Nisi quos architecto quasi repudiandae eum. Corporis tenetur eveniet laudantium.,온라인
326,49,2024-01-22,양고기,1등급,목살,31983,2070,낮음,봄,False,1109.26,30120,0.79,Doloremque doloremque eius dolorum illo totam iure. Non ut perferendis.,온라인
327,30,2024-01-01,돼지고기,등외급,갈비,26830,1080,높음,봄,False,1328.32,9708,0.807,Odio quisquam voluptatibus nesciunt accusamus quas. Minima quasi molestias voluptatem aut. Pariatur ducimus velit quis id corporis nam.,온라인
328,11,2024-12-19,양고기,2등급,갈비,13860,3719,보통,봄,False,1187.63,21475,0.774,Eos porro corrupti itaque repellat veniam. Beatae aliquid qui rerum numquam omnis dignissimos. Perferendis totam culpa sint vero facere.,오프라인
329,4,2025-03-27,오리고기,3등급,갈비,19549,4734,높음,겨울,False,1182.46,19776,0.866,Quis voluptatibus architecto repudiandae quibusdam autem. Minima unde quam enim.,온라인
330,42,2024-07-18,양고기,3등급,뒷다리,19387,4155,높음,겨울,False,1261.28,24642,0.85,Dolores praesentium animi vel ex magnam omnis. Minima eius nostrum saepe debitis voluptas laboriosam. Voluptate id eius quos aspernatur.,모바일
331,27,2023-09-18,돼지고기,2등급,등심,19539,4056,높음,가을,False,1150.46,34437,0.75,Ea culpa sint. Mollitia quasi molestias dicta ratione.,오프라인
332,24,2025-01-28,양고기,등외급,앞다리,26247,3613,높음,여름,False,1237.2,24395,0.706,"Dolorum fugiat vero quisquam.
Unde earum consequatur iure blanditiis. Pariatur molestias commodi molestias quaerat. Eos enim est ab.",온라인
333,5,2023-10-10,양고기,등외급,등심,21275,3489,보통,가을,False,1322.76,30514,0.743,Blanditiis nostrum doloremque. Nobis quod dolore iure recusandae nisi. Enim quos dolorem suscipit labore.,모바일
334,17,2025-01-23,양고기,1등급,목살,15266,3946,보통,여름,True,1329.78,15675,0.773,Dolore laborum harum rem accusantium quibusdam. Necessitatibus quaerat nemo quas perferendis ad.,온라인
335,49,2023-07-12,닭고기,2등급,목살,12609,1673,보통,봄,False,1264.92,19120,0.72,Officiis facere repellendus sit reprehenderit praesentium sapiente impedit. Quisquam sint id. Atque dolore incidunt deleniti sit porro.,온라인
336,15,2023-11-02,오리고기,3등급,앞다리,25421,3829,보통,여름,False,1133.96,11601,0.911,Blanditiis nihil laboriosam mollitia error fuga. Eum hic nulla odio commodi pariatur eveniet. Quis ipsa reprehenderit nulla.,오프라인
337,50,2023-06-07,소고기,3등급,갈비,23125,620,보통,봄,False,1134.26,16272,0.777,"Eaque numquam aperiam cum neque ullam. Maiores porro aliquid voluptatum consequuntur.
Officia officia nam culpa.",오프라인
338,39,2024-10-07,양고기,특등급,갈비,21858,2745,낮음,가을,False,1332.53,20414,0.799,Minus voluptates voluptas voluptas repellendus.,모바일
339,19,2024-08-04,닭고기,3등급,삼겹살,11235,1994,보통,봄,True,1346.98,12716,0.822,"Eius vitae suscipit hic nihil ab.
Libero reiciendis dignissimos necessitatibus. Ipsam perferendis repellendus amet consectetur rerum.",오프라인
340,35,2024-04-22,닭고기,1등급,안심,33511,1456,보통,봄,False,1210.06,17361,0.865,"Repudiandae nostrum quo consequuntur reprehenderit corrupti.
Alias earum sunt soluta. Suscipit tempore qui placeat.
Ut ipsam odio inventore at sed.",모바일
341,29,2024-04-17,소고기,특등급,삼겹살,34737,704,낮음,가을,False,1346.78,17486,0.723,Amet ad eius fugiat odio officiis. Vero nisi mollitia cupiditate officiis suscipit ex. Nulla nisi optio facilis optio ipsa.,모바일
342,14,2024-02-23,닭고기,3등급,목살,23573,2911,보통,겨울,False,1112.48,14758,0.836,Dolorum autem veniam perspiciatis ea minus non facilis. Voluptatum sunt incidunt iste inventore est.,모바일
343,27,2023-09-07,닭고기,1등급,삼겹살,24686,4305,낮음,봄,False,1315.69,15245,0.746,Occaecati ullam dolorem veritatis blanditiis. Commodi ab praesentium corrupti nam accusamus.,오프라인
344,30,2023-06-02,오리고기,등외급,앞다리,23490,1987,보통,가을,False,1263.91,32707,0.921,Necessitatibus consequatur ad sit amet. Animi consectetur ut possimus.,모바일
345,41,2024-07-16,돼지고기,특등급,갈비,12218,2655,보통,겨울,False,1396.93,34483,0.792,Corporis possimus assumenda. Consectetur quis eligendi numquam. Deleniti ex sequi illo necessitatibus.,온라인
346,28,2024-07-18,소고기,특등급,갈비,14070,3437,낮음,여름,False,1130.72,30309,0.811,Fuga ut unde eos. Ipsa doloribus aperiam itaque minima suscipit. Alias modi illum quod.,오프라인
347,13,2025-03-31,돼지고기,특등급,안심,28130,2180,보통,겨울,False,1349.02,32654,0.766,Facilis libero earum eveniet. Consequuntur inventore dicta blanditiis amet inventore.,모바일
348,24,2023-12-31,양고기,등외급,뒷다리,11111,4934,보통,가을,False,1325.4,30514,0.816,"Accusamus harum praesentium maxime nemo ducimus. Non mollitia nemo reiciendis doloribus dignissimos.
Animi est similique cum quis natus.",오프라인
349,19,2023-10-11,소고기,특등급,등심,31120,4326,높음,봄,False,1189.31,25404,0.757,Dignissimos officiis possimus eos dignissimos voluptatibus vitae. Autem animi vitae maiores mollitia quas rerum.,모바일
350,9,2023-06-05,돼지고기,1등급,등심,30345,3390,높음,봄,False,1399.79,29426,0.767,Quod iste voluptate maiores. Ipsa fuga quasi tenetur consequatur dolor explicabo. Temporibus quam temporibus.,모바일
351,36,2025-05-27,닭고기,등외급,삼겹살,10103,4386,높음,겨울,False,1234.92,34954,0.715,Recusandae voluptatibus asperiores nisi aspernatur iste adipisci. Unde labore culpa reiciendis quidem accusamus aut.,온라인
352,1,2024-08-20,소고기,특등급,뒷다리,34951,2340,보통,여름,False,1204.57,16530,0.888,Explicabo nulla itaque sit ab ratione recusandae. Sapiente id dicta quas ea. Modi enim at cum fugiat.,오프라인
353,48,2024-10-14,오리고기,3등급,삼겹살,16595,3672,보통,겨울,False,1345.02,10050,0.867,Reiciendis quae perferendis architecto porro odit. Veniam delectus error sit cum.,온라인
354,48,2023-11-08,오리고기,등외급,갈비,27567,4805,보통,봄,False,1231.72,29832,0.721,Soluta totam omnis iste accusantium animi architecto illum. Tempora eius quos ab. Nihil ab magnam occaecati.,오프라인
355,45,2024-06-18,양고기,3등급,삼겹살,13983,4838,보통,봄,False,1398.19,20992,0.786,At magnam quas. Minus fugit suscipit. Minus quae fuga corporis autem alias laboriosam illum.,모바일
356,32,2023-12-16,돼지고기,2등급,앞다리,31208,1938,낮음,봄,False,1332.69,8558,0.835,"Quod odit labore veniam. Quam voluptatem enim neque occaecati.
Placeat provident doloribus repudiandae praesentium quos. Nam odio commodi inventore.",오프라인
357,45,2025-03-02,양고기,2등급,삼겹살,16960,4555,보통,가을,False,1171.08,10797,0.943,Corporis deserunt aliquid.,오프라인
358,11,2024-04-08,닭고기,특등급,뒷다리,22603,1503,낮음,봄,False,1343.21,10811,0.847,Ipsam sequi repellendus ipsam quod ducimus. A debitis corrupti asperiores voluptatum maxime minus.,오프라인
359,40,2023-09-29,오리고기,특등급,갈비,18843,2886,높음,겨울,False,1276.38,9467,0.838,"Fuga aliquam omnis ipsum ut dolores. Autem eligendi accusantium.
Deserunt sit numquam libero neque. Eos voluptas saepe tenetur.",온라인
360,25,2024-12-24,양고기,2등급,뒷다리,16162,2777,낮음,봄,False,1205.19,10256,0.91,Eum error eveniet eos a possimus amet. Nihil consectetur ad minima magni inventore suscipit.,모바일
361,10,2024-03-31,오리고기,등외급,앞다리,30665,2206,보통,봄,False,1313.23,23173,0.905,Qui maxime temporibus magnam. Ipsam vero quia veritatis aliquid.,모바일
362,19,2023-11-18,소고기,3등급,앞다리,16742,3697,높음,겨울,True,1289.83,22821,0.805,"Ipsa aspernatur ullam et totam. Culpa eum quia.
Facere quia laboriosam amet non. Possimus excepturi vitae qui magnam.",오프라인
363,33,2024-10-30,양고기,2등급,갈비,29548,1323,보통,겨울,False,1149.79,12523,0.834,Commodi doloremque ad nemo vel explicabo. Totam nobis minus impedit corporis expedita. Eum reprehenderit eius rem magnam quisquam nemo.,오프라인
364,36,2024-06-15,소고기,2등급,삼겹살,17492,1957,보통,가을,False,1141.77,11722,0.917,Nisi soluta a ullam at. Perferendis veritatis tempore hic inventore itaque. Quod neque iure ea officia temporibus magni.,오프라인
365,40,2024-04-22,오리고기,2등급,뒷다리,21348,3974,낮음,봄,False,1161.99,30688,0.819,Accusamus voluptates debitis ipsam explicabo distinctio. Vero odio quidem.,온라인
366,31,2024-05-03,오리고기,2등급,안심,17501,1011,높음,여름,False,1162.08,18222,0.92,"Cupiditate minus eaque provident provident in enim.
Quos doloribus recusandae quae. Amet sapiente deserunt blanditiis. Ipsum ab quae ex eveniet.",온라인
367,44,2024-02-23,오리고기,등외급,목살,8255,1410,보통,여름,False,1117.81,31380,0.819,Nihil culpa fugiat odit dolore at modi. Vel aliquid veritatis modi blanditiis.,온라인
368,16,2024-07-05,양고기,등외급,삼겹살,12671,4095,보통,여름,False,1205.24,11469,0.72,Doloremque consequatur error inventore corrupti sint quos similique. Ipsa voluptas optio commodi dolor. Corporis deserunt aut sed quod saepe tenetur.,오프라인
369,50,2024-06-30,소고기,3등급,앞다리,24936,1508,보통,겨울,False,1184.33,24959,0.926,Voluptatum maxime cumque incidunt architecto. Quidem nemo earum porro illum deleniti enim nostrum. Vitae veritatis magnam autem.,모바일
370,21,2025-05-24,오리고기,3등급,앞다리,20286,2121,높음,겨울,False,1261.63,16490,0.879,Saepe alias a. Veniam quo voluptas quo. Suscipit veniam facilis ducimus aspernatur alias perspiciatis.,온라인
371,29,2025-05-12,닭고기,특등급,목살,22637,3020,보통,여름,False,1197.1,20439,0.826,"Ea nobis possimus saepe.
Exercitationem architecto doloribus numquam voluptates iusto fugit. Esse velit totam ab corrupti.",모바일
372,18,2023-06-12,소고기,등외급,삼겹살,31023,700,높음,봄,False,1311.22,34050,0.925,Dicta ex repellendus ducimus. Omnis ullam rerum minus consequatur quidem saepe.,오프라인
373,26,2024-08-07,소고기,2등급,뒷다리,24292,3125,낮음,봄,False,1186.8,18265,0.9,Cumque similique iure omnis magni tenetur. Dolor fuga quod iusto excepturi magnam maxime esse.,오프라인
374,35,2023-07-03,닭고기,등외급,목살,33649,330,높음,봄,False,1180.2,23944,0.869,Aperiam enim tenetur consequatur fuga. Iusto praesentium suscipit repellat rem dignissimos dolore dignissimos.,온라인
375,4,2023-08-06,돼지고기,2등급,안심,11092,3199,보통,겨울,False,1357.41,18547,0.855,Soluta reprehenderit quisquam nostrum. Ab voluptatibus eum.,모바일
376,25,2025-05-10,돼지고기,특등급,안심,10567,994,낮음,봄,False,1395.65,22682,0.73,A iste ex commodi molestias repudiandae harum quae. Consequatur consequatur iste at.,온라인
377,15,2025-05-03,닭고기,등외급,갈비,10759,3532,높음,여름,False,1303.79,8781,0.889,Ex pariatur deleniti voluptas.,오프라인
378,29,2023-08-22,닭고기,2등급,갈비,27224,4780,보통,여름,False,1128.57,34803,0.743,Hic accusamus quibusdam alias quos. Aspernatur illum voluptate aliquid minima debitis ad.,모바일
379,48,2023-07-22,소고기,1등급,안심,10806,3090,보통,봄,False,1388.83,30199,0.946,Id modi deserunt at laudantium.,온라인
380,35,2025-05-09,오리고기,1등급,안심,20139,121,낮음,겨울,False,1335.71,32320,0.943,Quibusdam ad minus. Adipisci veritatis debitis. Quos eaque porro est nobis.,오프라인
381,21,2024-06-02,닭고기,1등급,삼겹살,13898,643,보통,봄,False,1375.63,17210,0.902,Quam tenetur non animi illo deserunt. Temporibus optio ipsa illum fugiat quidem. Repudiandae cum quam consectetur ratione.,온라인
382,9,2024-10-26,닭고기,2등급,등심,33103,3153,낮음,여름,False,1397.75,19227,0.732,Quasi tenetur ullam error harum sapiente harum sint. Tempore natus ipsam maiores tempore consequatur quia. Iste facere qui consequuntur.,오프라인
383,29,2024-12-09,오리고기,3등급,갈비,14489,3695,높음,가을,True,1360.11,13152,0.806,Amet facilis consequatur suscipit reprehenderit. Quaerat vero voluptate recusandae sed natus quis. Aliquid consequuntur officiis.,모바일
384,2,2023-07-20,닭고기,등외급,등심,28480,1738,보통,가을,False,1138.07,19903,0.947,Quia ducimus omnis facere temporibus. A rerum quasi impedit. Eaque nemo veniam animi doloremque.,모바일
385,12,2024-03-04,소고기,등외급,삼겹살,34864,1230,보통,봄,False,1359.82,11093,0.809,Omnis animi vel nulla natus dicta ipsum. Temporibus nobis velit ea amet exercitationem ducimus. Magnam eos repudiandae quam fugit.,온라인
386,35,2024-07-19,소고기,3등급,삼겹살,29475,3052,낮음,겨울,False,1174.9,33738,0.949,Iure dignissimos cumque rem libero. Temporibus odio sapiente commodi eos recusandae aliquid. Repellendus blanditiis quam error nulla culpa.,모바일
387,22,2025-02-28,돼지고기,2등급,삼겹살,19575,537,높음,가을,True,1313.42,25732,0.857,Consequuntur quae ipsa velit. Fuga aliquid deserunt cupiditate. Expedita labore quos dolor accusantium. Reprehenderit fugiat sequi.,모바일
388,41,2024-07-25,돼지고기,3등급,뒷다리,23756,1943,낮음,여름,False,1348.54,21344,0.909,Aut accusamus rerum culpa optio. Soluta necessitatibus laborum nihil adipisci autem commodi. Explicabo atque molestias.,오프라인
389,5,2024-04-11,닭고기,2등급,뒷다리,22529,4785,낮음,겨울,False,1328.44,18020,0.764,Repudiandae nobis alias. Nostrum dignissimos ipsum asperiores odit ullam. Autem nulla quibusdam autem.,온라인
390,14,2024-03-04,소고기,등외급,목살,18698,3202,보통,겨울,False,1302.87,24948,0.928,Natus sequi amet rerum sequi. Perferendis non sed totam impedit est laudantium. Ut similique adipisci eius culpa.,온라인
391,45,2025-04-01,오리고기,1등급,안심,32194,2100,보통,봄,False,1246.84,18394,0.929,"Quas animi quaerat totam nisi reprehenderit.
Distinctio excepturi quos animi. Explicabo voluptatibus beatae nobis consectetur ipsam consequatur.",모바일
392,29,2023-06-09,돼지고기,3등급,앞다리,34231,2695,보통,여름,False,1273.23,10432,0.717,Ullam deleniti error ut aperiam. Nihil esse officia nobis excepturi quaerat enim harum. Est voluptate a necessitatibus ipsa repellat.,오프라인
393,3,2023-07-26,소고기,3등급,뒷다리,18093,4968,낮음,겨울,False,1180.62,13661,0.797,Enim in adipisci magni praesentium. Labore deleniti est deleniti repudiandae ratione et alias. Doloribus architecto rem laborum modi.,온라인
394,30,2025-04-22,소고기,특등급,안심,20612,4062,보통,봄,False,1224.27,33181,0.799,Ab sint molestiae. Dicta harum molestias voluptate eaque voluptatem occaecati totam. Amet officia culpa suscipit omnis incidunt rerum.,오프라인
395,24,2024-05-03,오리고기,특등급,삼겹살,26588,1965,보통,가을,False,1235.6,15785,0.782,Quo omnis voluptatum provident expedita nihil veritatis consequuntur. Laboriosam maiores saepe aut quia ipsam recusandae.,오프라인
396,16,2024-09-30,오리고기,3등급,목살,34575,2491,낮음,가을,True,1290.09,16085,0.769,Optio ratione a. Tenetur quasi labore impedit cum harum.,모바일
397,32,2025-05-05,닭고기,2등급,뒷다리,9732,2754,낮음,가을,False,1364.04,14431,0.815,Dolores commodi explicabo similique soluta delectus dolore laudantium.,온라인
398,12,2024-10-07,양고기,특등급,안심,28092,3653,보통,겨울,False,1127.93,15458,0.918,Est doloribus cupiditate quisquam laborum. Necessitatibus alias iste nulla numquam perspiciatis. Soluta magni consequatur beatae esse iusto.,온라인
